Model,Macro_AUPRC,Macro_F1,Macro_AUROC,Exact_Match_Acc,Loss,PhysioNet_Score
vit,0.721616744319599,0.6502562489305704,0.882964172089628,0.5876146788990826,0.3283157961709159,0.681009174311926
