Model,Macro_AUPRC,Macro_F1,Macro_AUROC,Exact_Match_Acc,Loss,PhysioNet_Score
hybrid,0.7655036084891104,0.6984275895927788,0.9043678312210341,0.6059633027522936,0.3076250020946775,0.717614678899082
hybrid,0.79161416024967,0.706283356463475,0.9142222388942501,0.6050458715596331,0.2983210521084922,0.6998165137614674
