Model,Macro_AUPRC,Macro_F1,Macro_AUROC,Exact_Match_Acc,Loss,PhysioNet_Score
gnn,0.8217605095493219,0.7444288681497657,0.9269311305147092,0.6442262739597943,0.26004409500912057,0.7380551659654042
