Model,Macro_AUPRC,Macro_F1,Macro_AUROC,Exact_Match_Acc,Loss,PhysioNet_Score
gnn,0.7973742911545877,0.6987034405659692,0.9202568480611404,0.6302752293577981,0.286142743911062,0.7165596330275222
gnn,0.8090423150460723,0.7135308778251519,0.9229483056424848,0.6,0.2922025914703097,0.7033486238532107
gnn,0.8066192666565402,0.7225864895774455,0.923605216493935,0.6376146788990825,0.2737426208598273,0.7016055045871554
