Model,Macro_AUPRC,Macro_F1,Macro_AUROC,Exact_Match_Acc,Loss,PhysioNet_Score
vit,0.7482441196109417,0.6819614561158505,0.8938761659166108,0.595137914913511,0.3331814801959849,0.704160822814399
