Model,Macro_AUPRC,Macro_F1,Macro_AUROC,Exact_Match_Acc,Loss,PhysioNet_Score
hybrid,0.8064424281192025,0.7225769554708682,0.9220857838674101,0.6241234221598878,0.27534113512999975,0.7350163627863484
